Sender,Message
SINHA,Sare migatavi ame cheyakarleyda
Sowmya,No
Sowmya,Ante nenu cheyanu
Sowmya,Ivi neeku ardham kavuga vetiki outputs oo
SINHA,Output (1) so first question
Sowmya,Nee thalakai
Sowmya,Dantlo
Sowmya,Chalaa vatiki outputs vunnai
Sowmya,Sry sry
Sowmya,🤦‍♀️
SINHA,Oh avuna... 😯
SINHA,Sare rasi pettey sey
Sowmya,Hmm
SINHA,Migatadhi amaina output kavali antey cheppu cheysta
SINHA,First weka install cheyali anuko
Sowmya,😐
Sowmya,Vadhule antha kashtam
Sowmya,Nenu Anni chesukunna
Sowmya,Neeku kavalante cheppu chestha
Sowmya,Nenu ninna install chesa
SINHA,Nak ame kavali... Nv cheysini order lo pettey chaalu
Sowmya,Sare
SINHA,Eeni programs rayali
Sowmya,"1,2,3,4,5,6,7,12,13,14,16"
SINHA,Ok
SINHA,Eevani outputs vunaya mari?
Sowmya,Avasara Aina vatiki vunnaj
Sowmya,Print kooda theeyincha
Sowmya,Inka rayali nenu
SINHA,Uff... Ok aa clarity vundhi ga nek ok
Sowmya,Haaaa
SINHA,Ok send me by tomorrow afternoon
Sowmya,Emtidhi
SINHA,Output screenshots andi
Sowmya,Shhhh
Sowmya,Pdf pettanu kadga
Sowmya,Andhulone vunnai sinhaaa
SINHA,Sowmyaa..... 😐
Sowmya,🤣🤣
Sowmya,Okka nimisham
Sowmya,...ee pdf open cheyi
SINHA,Cheysa
Sowmya,Hmm
Sowmya,Andhulo 10 pages vunnai kadha
Sowmya,Ante 10 outputs
Sowmya,<Media omitted>
SINHA,Hmm... 😐 Telustundhi
Sowmya,Avi ee questions ki outputs
SINHA,Oka planning.... Oka padathi... Oka vision kanipichindhi Sowmya ee paper lo... 👏😅
Sowmya,Hamayyaa
Sowmya,2nd pdf ki kooda rasi pampistha wait cheyi
SINHA,Ok tnq sowmyaa.... Cheystanu 🤗
Sowmya,Hmm
Sowmya,<Media omitted>
Sowmya,Hmm...choodu
SINHA,You deleted this message
SINHA,Ok Sowmya.... Tnq... 🤗
Sowmya,Inka  indhulo leni questions ki output avasaram ledhu...
Sowmya,Sare sarele Anni sarle cheppaku
SINHA,Thinnava cheystuney kurchonava
Sowmya,Thinna thinna
Sowmya,Asalu anosaranga adiga ninnu
Sowmya,Nve msg chesevadivi kadha
SINHA,😅... Pakka neney kadilidhunu
Sowmya,Asalu chat malli chaduvuthuntee...enthaa navvosthundhoo....
Sowmya,Cha...
Sowmya,Anosaranga nene kadhilincha
SINHA,Hmm navvuko kani slow ga navvu intlo chustey bagodhu malli
SINHA,Better luck next time... 😅
Sowmya,Sarele
Sowmya,Tq
Sowmya,Inthaki CN ayipoindha
SINHA,Ha 5 programs aiponi sowmya
Sowmya,Enti sinha nuvvu.......
SINHA,Y Sowmya...
Sowmya,Mari Monday kalla
Sowmya,"CN , dwdm ela rasthav"
SINHA,Enti CN Monday chupinchala
Sowmya,Haaaaa
Sowmya,Ayyoo devuda
Sowmya,Vundalsina vadive
SINHA,Who told...
Sowmya,Wait a min
SINHA,Ok
Sowmya,Evari cheppaledhu
Sowmya,Le
Sowmya,Adhi.. assignment 🤭
SINHA,Oh assignment aa...
Sowmya,Oka vela adigithe em chesthav
SINHA,Chi po ra... Anta😅
Sowmya,Sarr anu....
Sowmya,Next time edanna rasi pedatha
SINHA,Next time antey?
Sowmya,Ante
Sowmya,Next time emanna rayalsinavi vachinappudu
Sowmya,Rakesh sir ne anali
SINHA,Hmm ok.... Pilichi mari offer eestunav ga
SINHA,Ela Sowmya aasalu ala
Sowmya,Ante...
Sowmya,Jaragadhu kadhaa
Sowmya,Andhukane🤣
SINHA,😯😒😒
Sowmya,Asalu entole....maaaaamulga navvukovatla
Sowmya,Ninna aithee class lo navvitee
Sowmya,Stomach pain anu
Sowmya,Eyes lo water asalu
Sowmya,Ala navvaa
Sowmya,Inka Naa valla kadhu bayatiki  veladham anukunna
Sowmya,Mng online class lo
SINHA,Haha... Avuna amaindhi
Sowmya,Sai Teja song pettadu vinnava
SINHA,Eevala?
Sowmya,Daani meedha konchem...ala alaa anukoni
Sowmya,Ninna...
SINHA,Hmm
Sowmya,Asalu...ammooo
SINHA,Leydhu le vinale
Sowmya,Night okkdanene Baga navvukuntunna thintoo
Sowmya,Maa mother choosaru
Sowmya,Enti ala navvukuntunnav ani
Sowmya,Adhi jarigindhi ani cheppa
SINHA,Ayyyo sowmyaa....
Sowmya,Enti ante
Sowmya,Ninna classes lev kadha
SINHA,Ha
Sowmya,Andharu songs vintoo records rasukuntunnaru
Sowmya,Online class join ayyi pakkaana pettaru
Sowmya,"Nenu , surekha, vishnu oka bench lo koorchunnam"
Sowmya,Nenu low volume
Sowmya,Surekha medium
Sowmya,Vishnu full volume petti mobile bench meedha pettam
Sowmya,Sudden ga surekha mobile nunchi song vachindhi
Sowmya,Ha??
Sowmya,Enti anukunna
Sowmya,Ee lopu naa mobile nunchi kooda lyte ga vinipisthundhi
Sowmya,Vishnu mobile nunchi pedhagaa...vachindhi song
Sowmya,Emm ardham kala
Sowmya,Daniki mundhu Manoj gattiga songs pettadu anamta
Sowmya,Nenu Manoj emo anukoni
SINHA,Hmm
Sowmya,Manoj vaipu choosa
Sowmya,Aa abbai🤣🤣
Sowmya,Bhayapaddadu
Sowmya,Mic emanna on aindha ani
Sowmya,Chee nv em react avvatla
SINHA,😂😂
Sowmya,Inka daani meedha mugguram
Sowmya,Matladukoni navvam
Sowmya,Naa pani ayipoindhi
Sowmya,🙄
SINHA,Haha ardam ayyindhi..... 😂😂
Sowmya,Nenu malli first sir emanna pettara anukunna
Sowmya,Theera choosthe Sai Teja anamata
SINHA,Kani eedhanta nv direct ga cheptey chudali sowmyaa.... Ela cheputav ani
Sowmya,Asalu song kooda
Sowmya,Hahaha
SINHA,Ha... 😅
Sowmya,Em la
Sowmya,Navvadame saripoidhi
Sowmya,Ninna okka dannee navvukuntunna intlo🤦‍♀️
Sowmya,Maaa mother ippudu adhi gurthu chesukoni marii navvukuntunnava ani annaru
SINHA,Hmm.... Jagratha ala neelo nv navvukontey bagodhu aasala😂
Sowmya,Em cheyamantav
Sowmya,Evokati alochistha vunta
Sowmya,Adhi gurthochindhi
SINHA,Hmm saripohindi
Sowmya,Ee msgg nachindhi😅
SINHA,Hmm chepuduvu le okasari kurchopetti
Sowmya,Vadhule
Sowmya,Nv emmm reaction ivvavu
Sowmya,Naku mothamm poidhi inka
SINHA,Direct ga cheptey eesta le
Sowmya,Neeku adhi radhu amma
SINHA,Adhi
Sowmya,Adhe .😅🤣
Sowmya,Ante..nenu korukunna output nee nunchi radhu anile
Sowmya,Ante..cheppetappudu konni reactions expect chestham
SINHA,Hmm sare sarle.. eppatikaina try cheysta le
Sowmya,🤣🤣🤣
Sowmya,Try chesthee andhanga vundadhu
Sowmya,Automatic ga ravali
Sowmya,Sare kani avi colour digarams vunnavi colour print theeyinchali
SINHA,Avuna eedhi okati vundha.... 😮‍💨
Sowmya,Haa
Sowmya,Anni cheppukovali sinha neeku
Sowmya,Cheppinappudu em chesthavo thelidhu
SINHA,Nv kaliga vunappudu alochistav.... Nenu appudu alochista anthey 😂
Sowmya,🤣🤣🤣🤣🤣🤣🤣
Sowmya,Sarele rasuko....repu malli church ki velthav ga
Sowmya,Naku doubt a Monday ko Anni rasthav ante
SINHA,Enti raseydhi
Sowmya,Dwdm record
SINHA,<Media omitted>
Sowmya,😬😬😬😬
Sowmya,Thirigi antheyyy
Sowmya,Thirugu*
SINHA,😁😁
Sowmya,Entoo
Sowmya,Jali vesthadhi
Sowmya,Kopam kooda
Sowmya,Vesthadhi
SINHA,Evari meeda
Sowmya,Nee meedhe
Sowmya,Emanna rase vishyam lone
Sowmya,Ippudu emo rayakunda bayata thiruguthunnav
Sowmya,Malli ayipola pothe emo jali vesidhi
Sowmya,Palnadu bus stand daggara kadha
SINHA,Ha avunu
Sowmya,Ayipoka*
SINHA,Ame kadhu le rep raseysta
Sowmya,Konchem mundhuki vellu...police startiom vuntadhi
SINHA,Inaa cheppa ga sowmyaa.... Chinna pillala jurchoni rayali antey interest ravatale
Sowmya,Ilantivi chalane cheppav
SINHA,Haha dateysam le
Sowmya,Aha........
Sowmya,Ee sari nunchi asalu jali padakoodadh aithe
Sowmya,Mansoor kooda vunnada?
SINHA,Ala annaku sowmyaa.... Nv lekapothey ame rayalani kuda teliadhu Naku😐
Sowmya,Ee sari nunchi nenu emmm cheppanu choodu
SINHA,Entha cheppina taravta kuda ala annav chudu...😮‍💨
Sowmya,Nenu cheppakapoina
Sowmya,Ast min ave thelusthai
Sowmya,Monsoor kooda neela rayakunda vuntada
SINHA,Leydhu le raseystadu
Sowmya,Sare sarele....ee matalu
SINHA,Analsindhi antha aaneysi don't take antey 😏
Sowmya,Sare sareleee
Sowmya,Feel avvaku sarenaaa
SINHA,Ayya le
Sowmya,Ardham aindhi
Sowmya,Naku
Sowmya,Andhuke cheppa
SINHA,Ok
Sowmya,Idhi antha nv rayatledhu anee anna
Sowmya,Ala aavesam😂
SINHA,Ok
Sowmya,😬
SINHA,Nv velava church ki?
Sowmya,Velthaa
SINHA,Ha paduko mari
Sowmya,Hmm
Sowmya,Bye
SINHA,Ha Bye
Sowmya,.....
SINHA,Ha ok
Sowmya,Ha ok ani happy ga cheppinatlu ledhu sinha...
SINHA,Sare Sowmya avvanu
Sowmya,Tq
SINHA,Gud night
Sowmya,Good night 🙁
SINHA,Sowmyaa
Sowmya,Ha
SINHA,Ame cheystunav
Sowmya,Record rasthunna
SINHA,Vellava church ki?
Sowmya,Ha vella
Sowmya,Rasava
SINHA,Hmm ok
SINHA,Leydhu ippudu start cheyali
SINHA,Okasari first experiment pampu DWDM
Sowmya,<Media omitted>
Sowmya,Indhulo rasa
Sowmya,Chala
SINHA,Aa matter motham rayala.... 🙄
Sowmya,Nenu rasa
Sowmya,Haa Aina rayaliga
SINHA,Ufffoooo... Thappadha
Sowmya,Thappadhu anukunta😬
Sowmya,Andhuke twaraga start cheyali
SINHA,Hmm cheysta
SINHA,Cheyali..... 😮‍💨
Sowmya,Sare start cheyi
Sowmya,Bye
Sowmya,Entha ayipoindhi
Sowmya,This message was deleted
SINHA,Inka start cheyale Sowmya.... 😐
Sowmya,Mari em chesav
Sowmya,Ippati varaku
Sowmya,Sarele
Sowmya,Sarele em kadhule...
Sowmya,Ledante absent pettadam better sinha
SINHA,Leydhu vastanu
Sowmya,Neee dare ki🙌
SINHA,Needhi completed aa?
Sowmya,Ayipoindhi sinha
Sowmya,Naa pani kooda ayipoindhi
Sowmya,Asalu opika mothammm poindhi
Sowmya,Chaaalaaa vundhj
Sowmya,Good night 😪
SINHA,Baga rest teesuko sowmyaa..... Chaala kastapadav
SINHA,Gud night
Sowmya,Ippudu evaru leraa
SINHA,Hmm vunaru ga.... 🙃
Sowmya,Aha...
SINHA,Ha evaru aanaku cheppaleynu
Sowmya,Nenu adaganu
SINHA,Hmm tnx... 🤗
SINHA,Sowmyaaa
Sowmya,Hi
SINHA,Entha excited ga msg peydithey chinna hi aa... 😲
Sowmya,Ha??
Sowmya,Marii
Sowmya,Sowmya annav
Sowmya,Inka em anamantav
SINHA,Nv ame antav le ame annav
Sowmya,Ha
SINHA,Ame le nrml ganey cheysa sowmya
Sowmya,😁
Sowmya,Antha kaliga vunnava sinha
Sowmya,Record rasava
SINHA,<Media omitted>
Sowmya,Ledhu
SINHA,Ha adhi chusey gurtu vachav Sowmya... Afternoon nunchi anukontuna cheydam ani
Sowmya,Ohoo
Sowmya,Repu record adugutharu anukunta ga
Sowmya,Needhi ayipoledhuga
SINHA,Ha 3 rasa saripova?
Sowmya,🤣🤣🤣🤣
Sowmya,Ee roju emm navvaledhu sinha
Sowmya,Nijanga ee msg choosaka navvochindhi
SINHA,😲😲 enti saripova sowmyaaa
Sowmya,Enti sinha
Sowmya,"1 to 7 ,12 ,13,14,16"
Sowmya,Ivanni rayali kadha
Sowmya,Malli kothaga aduguthaventi
SINHA,Babaoi.... Repe externals aanatu matladutunaru
Sowmya,Status delete chesaventi
SINHA,Nenu 10:30 varaku entha ithy anthey ani fix ayya
Sowmya,Vallu anthe...pichollu la vunnaru asalu 🤦‍♀️
Sowmya,🙌
SINHA,Ha avunu sowmyaa ... 😮‍💨
SINHA,Ippudu start cheysa 4 so max complete cheyadaniki try cheysta
Sowmya,Thappadhule
Sowmya,Em anna face cheyagalanu anukunte 
SINHA,Nenu cheyaleynu anukontunava... 😁
Sowmya,Endhuku cheyav
Sowmya,Bagaa
Sowmya,..
Sowmya,Sarele
SINHA,Ha thinna Sowmya... Nv
Sowmya,Thinna
SINHA,Nrml ganey andaru chuseysaru ani
Sowmya,Ee roju emm works lev asalu free ga vunna
Sowmya,🤣 
SINHA,Sowmyaaa..... 😮
SINHA,Mundhu cheppali ga aa maata
Sowmya,Endhuku
Sowmya,Kanii baagaa nidhrochindhi
Sowmya,Padukunna
SINHA,Oh ok
SINHA,Antey CN record rayale inkaa
SINHA,😁🙃
Sowmya,Nice
SINHA,Y Sowmya nice
Sowmya,What not
Sowmya,Denikani cheppamantav
SINHA,Okadaniki cheppu
Sowmya,CN record rayanandhuku
Sowmya,🤭
SINHA,Adhi kakunda inkoti cheppu
Sowmya,Dwdm record rayanandhuku🤷‍♀️
SINHA,Eedhi appudu annanu...🙄
Sowmya,Kani nijanga nice ani annadhi mathram
SINHA,Oh adha... Rasa rasa 5 programs saripotayi ga
Sowmya,3 a kadha ayipoindhi
Sowmya,Inka chala vunnai
Sowmya,Ala adagamaku naku navvosthundhi
Sowmya,Nakem thelusu nenu emanna teacher na
Sowmya,Rakesh sir ni adugu
Sowmya,Sir...5 saripothaya ani
SINHA,Sarele... Edho nrml ga adega
Sowmya,Hmm
Sowmya,Ippudu neetho chat cheyatla inka
SINHA,Ha?
Sowmya,Inka chat cheyali ani vunna
Sowmya,Nenu cheyadaluchukovatla ippudu
SINHA,Ardam kale
Sowmya,Neeku rasukunedhi chala vundiga
Sowmya,Rasuko antunna
SINHA,Bayapeytav nijanga
Sowmya,Ha?????
SINHA,Nenu edho thappu ga MSG cheysinatu anipichindhi..... 😅
Sowmya,🤣🤣🤣🤣
Sowmya,Nijanga bhayapaddava
SINHA,Haa.... 🙂
Sowmya,Ayyayyooo
Sowmya,Sinha 😅😂
SINHA,😅
Sowmya,Radukuntava
Sowmya,Rasukuntava*
SINHA,Ha rastuna rastuna
Sowmya,Sare mari
Sowmya,Rasukooooo
SINHA,Ha sare
Sowmya,Good night
Sowmya,Record marchipomaku😅
SINHA,Nadhey ga marchiponu le...
Sowmya,Nadhi amma
SINHA,Needhi na dagara leydhey... 🙄
Sowmya,Vuntadhile
SINHA,2nd time amma annadam...
Sowmya,Vammoo
Sowmya,Gurthundha
SINHA,Ha...😁
Sowmya,Edho ala vasthadhi le
SINHA,Ha... 😅 Vastadhi le
Sowmya,Hmmm
SINHA,Hmm paduko ithy
Sowmya,Afternoon padukunna ga
SINHA,Ha padukonav ga ame cheystav mari
Sowmya,Nv msg cheyala mundhu
Sowmya,CN notes anu pdf open chesa
SINHA,Oh ok
Sowmya,Hmm
SINHA,Sare chaduvu mari
Sowmya,Kani appude 10:25 aindhi
Sowmya,Last class lo entha varaku chepparo gurthu ravatla
Sowmya,Interest poindhi sinha 😅
SINHA,Hmm mari ame cheystav
Sowmya,<Media omitted>
Sowmya,Adhe choostha🤣
SINHA,Ok ok chudu
SINHA,Men rayali inkaa
Sowmya,Sare rasukoo
Sowmya,Asalu 2 varaku koorchoni rasthee
Sowmya,Naku thelisi Max ayipothundhi anukunta vinny
Sowmya,Naku Vinny ani pilavali anipisthundhi kani..vadhule sinha ane piludham ani anipisthundhi 😅
SINHA,😅🤗
SINHA,Hmm ur wish sowmuuuu
SINHA,Antha leydhu max 11 varaku kurchonta anthey
Sowmya,I'll go with sinha
SINHA,Ok ok
Sowmya,11 aaaaa
Sowmya,Inka em vundhile
SINHA,Hmm
SINHA,Oka half an hour anthey
Sowmya,Oka vela ee half n hour nenu kadhilisthe?
SINHA,😅 appudu entha varaku ithy akkada varuke
Sowmya,Vadhuleee
Sowmya,Bye bye
SINHA,Hmm bye
Sowmya,Dinesh nee daggare vunnadu kadhaa
SINHA,Ha avunu sowmyaa...
SINHA,Ninna ney vachadu hostel ki
Sowmya,Nijamm cheppu
Sowmya,Dinesh
Sowmya,Insta lo naku emanna msg chesava??
Sowmya,Nijanga nijame cheppu
SINHA,Adhenti sowmya ala adegav
Sowmya,Abbaa
Sowmya,Ala adigav
Sowmya,Ila adigav kadhu
Sowmya,Chesava ledha
Sowmya,Okkati cheppu
SINHA,Ha aadugu
Sowmya,Idhe
Sowmya,😅
SINHA,Nv ame anukontunav cheppu...
Sowmya,Naku aitheee nv chesinatle anipinchindhi chadavagane🥲
SINHA,Avuna ame msg adhi
Sowmya,Saripoindhi poo
Sowmya,Nenu naa sahanam kolpothunna
SINHA,😂ayyo Sowmyaaa.... 😅
Sowmya,Chepthava ledha cheppu
Sowmya,Cheppanu ante bye
SINHA,Eh msg ala anipichindhi cheppu chepta
Sowmya,Vammoo
Sowmya,Hmm naku anta idea raledhu sowmya😄😄
SINHA,Eedha aa msg
Sowmya,Haa
SINHA,Nenu general ga ee emojis use cheystana?
Sowmya,Abbaaaaaa
Sowmya,Adhi antha kadhu sinhaa😒
Sowmya,Aa msg chesindhi nuvva? Kadha?
SINHA,Nv cheppu nenu ala cheystana
Sowmya,General ga chryakapoina
Sowmya,Nv ani theliyakunda kothaga vundadaniki cheyochuga
Sowmya,😂
SINHA,Leydhu le nenu el a cheysina nek dorikeystanu
SINHA,Adhi nak teliadhu nenu cheyale
Sowmya,Sareeeeee
Sowmya,Nammochuga
SINHA,Haa nijam sowmyaa.... 😌
Sowmya,Adhi kadhuu
Sowmya,Mari edhoo msg chesinatlu
Sowmya,A msg oo cheppu antaventi
Sowmya,Asalu a MSG cheyala ani chepthe saripothundhi gaa
SINHA,Nrml ga choodam ani... 😅
Sowmya,Chee
Sowmya,Asalu
SINHA,Nv kanipeyteystav ga nenu cheystey anduku ani adega
SINHA,Entha sharp ga vundhani brain... 😁
Sowmya,Mari adhe kadgaa
Sowmya,Naku aa msg ippatiki nv chesinadanilane vundhi🤦‍♀️
Sowmya,Nv emo nenu cheyala antav
Sowmya,Antha ledhule
SINHA,Leydhu le Sowmya ekkuva alochinchaku paduko talapotu vastundhi
Sowmya,Intha confuse aitheee
Sowmya,Naku adhi clarity vache varaku
Sowmya,Naku matladabudhi kadhuu
SINHA,Leydhu nenu cheyale adhi ok na
SINHA,Happy?
Sowmya,Hmm saree
Sowmya,Haaa
SINHA,Hmm ok
Sowmya,Sarele byeeeee
Sowmya,Kanii complete avvala asalu naku
Sowmya,Antee nammanu le
Sowmya,Nuvvu cheyaledhu ante
Sowmya,Antha confuse chesi Padesav asalu
Sowmya,Starting lo okka mata
Sowmya,Okka mata
Sowmya,Nenu kadhu Sowmya emo naku thelidhu ante saripoyedhu
Sowmya,Namma
SINHA,Sare sare nee time waste cheysa na sowmyaa.....?
Sowmya,Ledhuuuuuuuu
Sowmya,Le
Sowmya,Nee time a waste aindhi sinha
SINHA,Leydhu le
Sowmya,Nene waste chesa anosaranga adigi
SINHA,Successfully 4 complete cheysa
SINHA,Chaalu
SINHA,🤩😌😌
Sowmya,Sareee neeku saripothe chalule
SINHA,Haaa
Sowmya,Naa best advice enti antee
Sowmya,Next time nunchii
SINHA,Hmm
Sowmya,Dinesh start chesetappudu nv kooda start cheyi
Sowmya,Appudu ayipoidhi
SINHA,Vadu eppudu cheystadu
Sowmya,Abba....adugu
Sowmya,Nv start chesinappudu naa daggariki ra
Sowmya,Idharam start chedham ani
SINHA,😅
Sowmya,Oka pakkana aa abbai rasthunna
Sowmya,Nv rayavu
SINHA,Adhi kadhu le nak last minute varaku motivation radhu
SINHA,Adhi oka habit la aipoyindhi
Sowmya,🙏
SINHA,Kani tnx nee record Valle chaala fast ga rasa
Sowmya,Namaskaram
SINHA,Andaru shock ikkada apudey ikkada varaku vacheysava ani
Sowmya,Ohoo
SINHA,Thanks namaste
Sowmya,Pedha joke a🤣🤣🤣
SINHA,🤨😒
Sowmya,Bagaa pedhodivi ayyanu ani feel avuthunnav
Sowmya,Andhuke
Sowmya,Rayali anilinchatla
SINHA,Ha kadha mari inka btech ki vachaka kuda rayali antey....
SINHA,12 years ga rastuney vunam ga sowmyaa...
Sowmya,Emo naku doubt a amma
Sowmya,13th year kooda rayi😅
Sowmya,Konni konni thappav
SINHA,Rastuna ga... 😮‍💨
SINHA,Ha avunu le
Sowmya,Asalu....🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
Sowmya,Sarele neeku cheppalem ani mathramm ardham aindhi naku
SINHA,Sarle maku enduku chptaru le meeru
Sowmya,<Media omitted>
Sowmya,Good night 😐
Sowmya,Inka enni cheppali
SINHA,Ayyo sowmya.... 😅
SINHA,saradaga anna nv antha serious avvaku
SINHA,Padukoney mundhu
Sowmya,Sa re le....
SINHA,Ha
Sowmya,Sare mari aithe
SINHA,Haa sare sare
Sowmya,Bye mari
SINHA,Ha gud night sowmyaa
SINHA,Nv ame feel abva le ga?🙄
Sowmya,Ledhu😂😅
Sowmya,Good night
SINHA,Haaa
Sowmya,Record rasukovachuva
Sowmya,Rasukovachuga*
SINHA,Sowmyaaa... Reach ayyava
Sowmya,Ledhu ledhu
SINHA,Oh inka bus eh na
Sowmya,Veltha
Sowmya,15 min
Sowmya,Ha
SINHA,Ok
Sowmya,Hmm bye
SINHA,Haa vellu
Sowmya,<Media omitted>
Sowmya,Nijanga nv marchipoya
Sowmya,Anaganee
Sowmya,Naa reaction adhe
SINHA,Emo ame cheyalo ardam kavatle
Sowmya,Ela sinha asaluuuuuuu
Sowmya,Hmmchh
SINHA,Ala ani rayalani interest ravatle
Sowmya,Ippudenti rayanu antav anthena
SINHA,Aasalu records aanavi teeseyali... Appudu kani peace vundadhu naku
Sowmya,🤣🤣🤣
Sowmya,Nv bag theesukoni vellipothuntee
Sowmya,NCB loki vellav anukunna
SINHA,Oh chusava
Sowmya,First Rahul pilisthe
Sowmya,Repu veldham anna
Sowmya,Kani
Sowmya,Nv NCB lopaliki Vellavemo ani sare veldham anna
Sowmya,Akkadiki velli ninnu vethukuthunna
Sowmya,Enti ikkadike vachadu kadha ledu enti ani
SINHA,Haha avuna... 😅
SINHA,Dinesh gadu petti rara annadu
Sowmya,Avunu call chesadu
Sowmya,Haa
SINHA,Ha vacha ga inaa
SINHA,Inaa enti nenu vachaka silent aipoyava nv
Sowmya,Hmm
Sowmya,Silent aa
Sowmya,Em ledhee
SINHA,Ha nenu chusa ga aasalu matladale
Sowmya,Ledhuleee
Sowmya,Bane matlada
SINHA,You deleted this message
SINHA,Ha avunu avunu Bane matladav
Sowmya,🤣🤣
SINHA,Enthaina kotha vallu mundhu ame matladataru le
Sowmya,Kotha???🙄
Sowmya,Thine daggara em matladatham cheppu
Sowmya,Ee sari nunchi patalu padi gola cheyali aithe
SINHA,Ha antha vadhu le phone chudakunda matladithey chalu
Sowmya,Asalu phone choosanaaaaaa
Sowmya,Okka sare anukunta
Sowmya,Nv nakante silent ga
SINHA,Nena... 🙄
SINHA,Vurukoo
Sowmya,Haaa
Sowmya,Nuvve vuruko
SINHA,Sarle
SINHA,Last ki nenu matlada ga
Sowmya,😁
Sowmya,Emani
SINHA,Nvey silent ga vundhi appud
Sowmya,Emo marii
Sowmya,Naku e vinapdala
Sowmya,Nv matladindhi
Sowmya,Em*
SINHA,Ohoo nyc Baga chepav
Sowmya,🙃
Sowmya,Nijangaaaa
Sowmya,Em matladav
SINHA,Emo teliadhu kani nee dagara nunchi matram response rale
Sowmya,😐
SINHA,Kotha ame kadhu le lab lo jarigeydhi eh ga ... 🙄
Sowmya,Ha?
SINHA,Ha nenu matladata nee dagara nunchi response vundadhu .... 🙃
SINHA,Entha silent ithy ela Sowmya.... 🤭
Sowmya,<Media omitted>
Sowmya,Bagundhi andi chaala bagundhi
SINHA,Ayoo.... Sowmya... Sowmya... Sowmya... 😅
Sowmya,Anni sarlu pilavaku🙈
Sowmya,Naku maamulga navvu radhu
SINHA,Ha sare sare...
Sowmya,Hmm
SINHA,Ame cheystunav
Sowmya,Ntgg
Sowmya,Songs
Sowmya,Vintunnaa
SINHA,Eh same
Sowmya,Em song
SINHA,<Media omitted>
Sowmya,Heheee
SINHA,Hmm... 😌
SINHA,30 sarlu painey vinna
Sowmya,Nenu
Sowmya,Haa holidays nenu sameee
Sowmya,Pournami lo evaro ravali song
SINHA,Oh nyc
SINHA,Nee dialogue nekey cheppa
Sowmya,🙄
SINHA,Kani nijanga vini vunta Baga nachindhi
Sowmya,Haaa
Sowmya,Nenu kooda 30 times
SINHA,Haaa
Sowmya,Good night *SINHA*
SINHA,Ippudu anukona Sowmya cheydam ani
SINHA,Nvey cheysav
Sowmya,Abbaa ...m
Sowmya,Cheee
Sowmya,Anne nene first chestha🤦‍♀️
SINHA,Ha... 😅
Sowmya,Chee chee
SINHA,Next time better luck
Sowmya,Inka vundadhule
SINHA,Vuntadhile
SINHA,Paduko ee night ki
Sowmya,Hmm
Sowmya,Naku athram ekkuva
SINHA,Haha... 😅
Sowmya,Hmm
Sowmya,Repu clg ki ravatla
SINHA,Amaindhi sowmya
Sowmya,Just ala
SINHA,Appudu lab enduku maneyadam
Sowmya,Madhyanam varake kadha sinha
SINHA,Hmm inaa nek antha ok ga
Sowmya,Haa
SINHA,Pakka
Sowmya,Adenti
SINHA,Ha adhey evng nunchi edho la vunteynu
Sowmya,Vastha le
Sowmya,Clg ki
SINHA,Sare sare nee estam ...
SINHA,Lab kada ani cheppanu
Sowmya,Nenu neetho saradaga anna
Sowmya,Koppadaku😬
SINHA,Ohhoo ..
SINHA,Ha leydhu leydhu le
Sowmya,Ok
Sowmya,Ok
Sowmya,Sare marii
Sowmya,Bye
Sowmya,Good night
SINHA,Hmm gud night sowmya
SINHA,Sowmyaaa....
Sowmya,Hmmm....
Sowmya,Ippudeee insta lo oka music vinnanu
Sowmya,Adhi vinagane nv gurthochav
Sowmya,Ala msg vachindhj
Sowmya,Konchem sepu shock lo vunna
SINHA,"Haha..., 😅"
SINHA,Ame music Sowmya adhu
Sowmya,https://www.instagram.com/reel/CjzYEi7J7Kq/?igshid=MDJmNzVkMjY=
SINHA,Neeku music vuntey gurtochana.... Quote ka?
Sowmya,🤣
Sowmya,Quote bagundhi
Sowmya,Music bagundhj
SINHA,Haaa avunu
Sowmya,Music ke ani anukuntunna
SINHA,Y sooo
Sowmya,Y so antee
Sowmya,Naa mind ni adagali nannu kadhu
Sowmya,Ala gurthochav anthe
SINHA,Nee mind ni control lo vundadha
SINHA,Hmm
Sowmya,🙄
Sowmya,Ninna night msg chedham anukunna
Sowmya,Na Priya yesu ra song vinna oka 3 times
SINHA,Ha nenu adhey aadugudam anukona... Malli matladukudadhu ani amaina peytukonava ani😅
SINHA,Oh nyc nyc
Sowmya,Haa
SINHA,Saripoyindhi.... 😒
Sowmya,Maamulga msg chesava
Sowmya,Church ki vellava ani adagadaniki
